form	POS
dhāsyaṃ	v.co
pyamhaṃ	n
nāpaṃ	post.ass
vanaṃ	v.perf.past
.	punc

thana	n
rasa	n
vayā	v.perf.part
bela	n
sa	case.loc.inan
bhojapuri	n
dhāyā	v.perf.part
deśa	n
sa	case.loc.inan
thyaṅāva	cv.ant
nhāpā	adv.temp
yā	case.gen
kalāta	n
lumaṅāva	cv.ant
.	punc

thva	d.dem
deśa	n
sa	case.loc.inan
duhā	n
vaṅāva	cv.ant
kalāta	n
yā	case.gen
che	p.pers
duhā	n
vaṅāva	cv.ant
dhāraṃ	v.perf.past
.	punc

bho	interj
chi	num
strī	n
chu	p.interrog
yāṅā	v.perf.part
dhāsyaṃ	v.co
bicāra	n
yāṅāva	cv.ant
ānanda	n
na	case.erg
sukhana	adv.man
coṅā	v.perf.part
bela	n
sa	case.loc.inan
.	punc

thva	d.dem
bikramakeśari	n
rājā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
chi	num
priya	adj
.	punc

ji	p.pers
thathya	adv.man
coṅe	v.n
ma	neg
khato	v.perf.past
.	punc

babuju	n
gathe	v.n
cona	v.impst
khye	v.n
dhaka	v.dhak
dhāsyaṃ	v.co
vapa	n
daṅā	v.perf.part
bela	n
sa	case.loc.inan
rānīcā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
prabhu	n
svāmī	n
ji	p.pers
jība	n
yā	case.gen
nāth	n
.	punc

chalapola	p.pers
bijyāsyaṃ	adv.conj
li	cv.anter
ji	p.pers
ga	n
na	case.erg
vane	v.n
ga	n
na	case.erg
cone	v.n
dhāsyaṃ	v.co
samasta	d.quant
drabya	n
sahita	post.abs
yāṅāva	cv.ant
dhāraṃ	v.perf.past
.	punc

bho	interj
prabhu	n
svāmī	n
.	punc

chalapola	p.pers
yā	case.gen
biśvā	n
sana	n
ji	p.pers
coṅā	v.perf.part
.	punc

ji	p.pers
nāpaṃ	post.ass
vaya	v.n
dhaka	v.dhak
dhāsyaṃ	v.co
ṅāmhaṃ	n
nāpaṃ	post.ass
vanaṃ	v.perf.past
.	punc

thana	adv.conj
lasa	n
bāsa	n
yāya	v.n
ta	case.dat
gvasāra	n
yāṅāva	cv.ant
nāmhaṃ	p.correl
muṅāva	cv.ant
coṅā	v.perf.part
bela	n
sa	case.loc.inan
rājā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
chi	num
kalāta	n
pani	case.abs.h.pl
āva	adv.temp
chiji	n
sa	case.loc.inan
thithi	n
biśvā	n
sana	n
ekaśarīraṃ	v.perf.past
yāṅāva	cv.ant
vaye	v.n
dhuna	v.impst
.	punc

āva	adv.temp
ganaṃ	adv.rel
gugu	p.indef
thāsaṃ	n
ma	neg
juvakāle	v.n
julasā	cv.cond
ji	p.pers
mṛtya	n
julasā	cv.cond
.	punc

thva	d.dem
*gaṃgācāmala	n
na	case.erg
fn45	fol
gārāva	cv.ant
mvācake	v.n
jiva	v.perf.past
dhāsyaṃ	v.co
kalātapanita	n
kanaṃ	v.perf.past
.	punc

jamunācāmala	n
na	case.erg
gārasā	cv.cond
mvākamha	p.correl
sika	n
.	punc

mahā	adj
mahā	adj
bhaya	n
datasā	cv.cond
.	punc

thva	d.dem
kāṣṭapādalakāma	n
na	case.erg
ṅhāṅāva	cv.ant
bosye	n
vane	v.n
jīva	n
dhakaṃ	v.dhak
samasta	d.quant
kaṅāva	cv.ant
talaṃ	v.perf.past
||	punc

thvayāṃ	n
sati	n
ṣunu	n
ṅāmhaṃ	adv.place
vaṅā	v.perf.part
bela	n
sa	case.loc.inan
.	punc

kijāva	cv.ant
bhākhā	n
yāṅaṃ	v.co
tāthā	v.perf.part
thāya	n
sa	case.loc.inan
dvakā	n
sa	case.loc.inan
thyaṅāva	cv.ant
kijā	n
nāpa	post.abs
rātaṃ	v.perf.past
.	punc

thana	n
kijāva	cv.ant
nāpa	post.abs
coṅāva	cv.ant
dhāraṃ	v.perf.past
.	punc

bho	interj
chi	num
dāju	n
chana	p.pers
babuju	n
yā	case.gen
bahukusuma	n
svāna	n
yā	case.gen
kārya	n
oṅa	v.impst
ma	neg
ṣu	v.impst
khaṃ	n
.	punc

pīlabhota	n
khaṃ	n
svala	v.perf.past
jula	v.perf.past
.	punc

pīlabhota	n
gvamha	p.correl
jvaṅāva	cv.ant
bijyāṅā	v.perf.part
dhakaṃ	v.dhak
dhāyāva	cv.ant
ṅeṅāva	cv.ant
dāju	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
kijāju	n
ji	p.pers
na	case.erg
rā	cl.inter
julasā	cv.cond
babuju	n
yā	case.gen
kārya	n
vayā	v.perf.part
khava	adj
dhāyaṃ	v.co
teva	v.impst
ma	neg
ṣu	v.impst
dhāyaṃ	v.co
teva	v.impst
.	punc

chana	p.pers
gathye	adv.inter
khava	v.impst
dhāyāva	cv.ant
ji	p.pers
thva	d.dem
khaṅa	v.impst
rā	cl.inter
dhaka	v.dhak
(fn16a)	fol
dhāsyaṃ	v.co
nānā	d.quant
prakāra	n
yā	case.gen
svāna	n
kenaṃ	v.perf.past
.	punc

thana	n
dāju	n
na	case.erg
lāpā	n
dāyāva	cv.ant
ṅhelaṃ	v.perf.past
.	punc

gathiṃgu	adj
āścarya	adj
are	interj
kijā	n
āmo	d.dem
bahukusuma	n
svāna	n
ma	neg
ṣu	v.impst
.	punc

thva	d.dem
khaṅa	v.impst
rā	cl.inter
.	punc

bahukusuma	n.prop
svāna	n
ma	neg
ṣu	v.impst
.	punc

thva	d.dem
khaṅa	v.impst
rā	cl.inter
.	punc

bahukusuma	n
svāna	n
dhāyāgū	n
pratyakṣanaṃ	v.perf.past
kenaṃ	v.perf.past
||	punc

thana	adv.man
kijā	n
na	case.erg
bhārapā	v.perf.part
.	punc

gathiṃgū	adv.inter
āścarya	adj
āva	adv.temp
ji	p.pers
na	case.erg
chu	p.indef
khvāla	n
na	case.erg
babu	n
yā	case.gen
khvāla	n
svaya	v.n
dhāsyaṃ	v.co
aṃdora	n
yāsyaṃ	v.co
conaṃ	v.perf.past
||	punc

thana	n
kijā	n
na	case.abl
pāpātmā	n
jāyarapāva	cv.ant
bhārapā	v.perf.part
.	punc

thani	adv.temp
yā	case.gen
rātri	n
sa	case.loc.inan
ṅheda	n
sāpuri	n
sa	case.loc.inan
dāju	n
syāṅāva	cv.ant
.	punc

thva	d.dem
svāna	n
kāyāva	cv.ant
.	punc

che	p.pers
vane	v.n
.	punc

babujuvā	n
ke	case.loc.an
jasa	adj
kāya	n
prasāda	n
kāya	v.n
bhārapaṃ	v.co
jāgartta	n
yāṅaṃ	v.perf.past
coṅāva	cv.ant
rātri	n
juyāva	cv.ant
dāju	n
yā	case.gen
ṅheda	n
vara	v.perf.past
.	punc

pīlabhota	n
pani	case.abs.h.pl
pyamhasayāṃ	case.erg.h
ṅheda	n
vava	cv.coin
bela	n
sa	case.loc.inan
jamadara	n
na	case.erg
suyāva	cv.ant
.	punc

dāju	n
syāka	n
julo	v.perf.past
.	punc

thana	n
cānhasaṃ	v.co
bahukusuma	n
svāna	n
jvaṅāva	cv.ant
besya	v.co
vanaṃ	v.perf.past
||	punc

thana	n
na	case.erg
saṅāva	cv.ant
rānīcā	n
cha	num
mha	cs.anim
sena	case.erg.h
saratā	v.perf.part
.	punc

bho	interj
rānī	n
pani	case.abs.h.pl
dahune	v.n
hune	v.n
dhakaṃ	v.dhak
thaṅāva	cv.ant
soraṅāsyaṃ	cv.as
puruṣa	n
sīka	v.impst
svayāva	cv.ant
mahā	adj
bilāpa	n
yātaṃ	v.perf.past
.	punc

thana	adv.conj
kusumābati	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

āsya	n
āsya	v.co
khoya	v.n
ma	neg
tele	v.n
.	punc

jhijhi	n
sa	case.loc.inan
upāya	n
ma	neg
du	v.impst
rā	cl.inter
dhāsyaṃ	v.co
gaṃgācāmala	n
na	case.erg
gārāva	cv.ant
mvācake	v.n
jiva	v.perf.past
dhāsyaṃ	v.co
gaṃgācāmala	n
na	case.erg
gārāva	cv.ant
mvācakāva	cv.ant
conaṃ	v.perf.past
.	punc

thana	adv.man
mālako	v.rel.part
saṃbhāṣaṇā	n
yāṅāva	cv.ant
thananaṃ	adv.man
gama	n
na	case.erg
yāka	v.impst
||	punc

bāsanaṃ	adv.conj
bāsa	n
vayāva	cv.ant
thava	p.refl
rājya	n
thyanakāva	cv.ant
rājā	n
yā	case.gen
prajā	n
yā	case.gen
paramāna	n
yā	case.gen
samasta	d.quant
loka	n
fn46	fol
muṅāva	cv.ant
la	n
svara	n
varaṃ	v.perf.past
.	punc

thana	adv.man
mahā	adj
jātrā	n
yāṅāva	cv.ant
thava	p.refl
rājya	n
duhā	n
vaṅāva	cv.ant
babuju	n
yā	case.gen
caraṇa	n
sa	case.loc.inan
sebā	n
yāṅāva	cv.ant
conaṃ	v.perf.past
.	punc

thana	adv.conj
babuju	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

dhanya	adj
dhanya	adj
bikramakeśala	n
.	punc

bahukusuma	n
svāna	n
kāra	n
vane	v.n
dhakaṃ	v.dhak
aṃgīkāra	n
yākamha	n
.	punc

thava	p.refl
ta	case.dat
kalāta	n
khaṃ	n
kāra	n
vanaṃ	v.perf.past
.	punc

dhanya	adj
dhanya	adj
cha	num
dhakaṃ	v.dhak
hātaṃ	v.perf.past
.	punc

thana	n
bikramakeśala	n
mahā	adj
duḥkha	n
na	case.erg
conaṃ	v.perf.past
||	punc

thana	adv.man
li	cv.anter
babu	n
na	case.erg
kijāmhayāta	n
dhanya	adj
prasāda	n
bilam	v.perf.past
.	punc

bho	interj
bikramakeśala	n
.	punc

chana	p.pers
kijā	n
na	case.erg
bahukusuma	n
svāna	n
hayāva	cv.ant
ji	p.pers
udhāra	n
yāto	v.perf.past
.	punc

chana	p.pers
ji	p.pers
kārya	n
vaṅa	v.impst
ma	neg
ṣu	v.impst
.	punc

chana	p.pers
thava	p.refl
ta	case.dat
kalāta	n
vana	v.perf.past
.	punc

ji	p.pers
putra	n
dhāya	v.n
kijāmha	p.correl
thiṃṅa	adv.deg
ma	neg
du	v.impst
.	punc

dhakaṃ	v.dhak
dhāyāva	cv.ant
bikramakeśala	n.prop
duḥkha	n
na	case.erg
conaṃ	v.perf.past
.	punc

kijāmha	p.correl
rājā	n
yāya	v.n
dhāstunu	n
bikramakeśari	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

are	interj
(fn16b)	fol
nirṇaya	v.n
ma	neg
du	v.impst
babuju	n
.	punc

kijā	n
na	case.erg
ha	n
yā	case.gen
svāna	n
sunā	p.interrog
na	case.erg
hala	n
.	punc

thathiṃgū	adj
mahā	adj
duḥkha	n
siyāva	cv.ant
mahā	adj
samudra	n
yā	case.gen
itā	n
sa	case.loc.inan
vaṅāva	cv.ant
rākṣasa	n
yāke	case.loc.an
kāyāva	cv.ant
ji	p.pers
na	case.erg
keṅā	v.perf.part
.	punc

thana	adv.man
kijā	n
na	case.erg
dhāra	v.perf.past
.	punc

bho	interj
chi	num
dāju	n
chana	p.pers
babuju	n
yā	case.gen
upadeśa	n
bahukusumasvāna	n
kāra	n
vaṅa	v.impst
ma	neg
ṣu	v.impst
khaṃ	n
pīlabhota	n
khaṃ	n
māra	v.impst
jula	v.perf.past
dhāyāva	cv.ant
ji	p.pers
na	case.erg
thva	d.dem
svāna	n
ma	neg
khu	v.impst
rā	cl.inter
bahukusuma	n
svāna	n
dhaka	v.dhak
ji	p.pers
na	case.erg
keṅā	v.perf.part
.	punc

thana	adv.man
kijā	n
yā	case.gen
khvāra	n
cava	v.np
ma	neg
kaṃsyaṃ	v.co
conāva	cv.ant
banāṃtara	n
sa	case.loc.inan
rātri	n
yā	case.gen
samaya	n
sa	case.loc.inan
ja	p.pers
syāṅāva	cv.ant
ji	p.pers
na	case.erg
ha	n
yā	case.gen
bahukusuma	n
svāna	n
jvaṅāva	cv.ant
cānaṃ	adv.place
bisye	v.n
valaṃ	v.perf.past
||	punc

thana	adv.man
ji	p.pers
na	case.erg
kalātapanita	n
saṃjībanimaṃtra	n
syaṅāva	cv.ant
tayā	v.perf.part
du	v.impst
.	punc

thva	d.dem
maṃtra	n
na	case.erg
ji	p.pers
mvācakāva	cv.ant
jība	n
uddhāra	n
yāṅāva	cv.ant
ji	p.pers
rihā	n
vayā	v.perf.part
.	punc

āva	adv.temp
kijā	n
na	case.erg
ha	n
yā	case.gen
svāna	n
ra	cl.inter
chiyā	v.perf.part
ra	cl.inter
na	case.erg
ha	n
yā	case.gen
sukhuri	n
svāna	n
.	punc

ji	p.pers
na	case.erg
rā	cl.inter
jurasā	cv.cond
mā	v.ipv
tapaṃ	v.co
lvaca	n
phyāṅaṃ	cv.advs
ha	n
yā	case.gen
.	punc

chalapora	n
na	case.abl
thvayāva	cv.ant
śarīra	n
sa	case.loc.inan
yako	interj
chuva	v.np
dhakaṃ	v.dhak
babujuyāta	n
dhāraṃ	v.perf.past
.	punc

thana	n
babumha	n
rājā	n
ati	adv.deg
kautuka	n
cāyāva	cv.ant
dhāraṃ	v.perf.past
.	punc

gathiṃgū	adv.inter
āścaryakha	n
lhāto	v.perf.past
.	punc

sikamha	p.correl
gathya	p.correl
mvāṅaṃ	v.co
vayā	v.perf.part
.	punc

svāna	n
cha	num
phola	n
mahā	adj
dullabhā	n
mā	v.ipv
tapaṃ	v.co
ha	n
yā	case.gen
dhakaṃ	v.dhak
ji	p.pers
heya	n
ke	case.loc.an
tenā	v.perf.part
rā	cl.inter
dhakaṃ	v.dhak
dhālaṃ	v.perf.past
.	punc

thana	n
bikramakeśalinaṃ	v.perf.past
dhālaṃ	v.perf.past
.	punc

bho	interj
babuju	n
phatasā	cv.cond
gathya	adv.inter
khava	v.impst
.	punc

ma	neg
phatasā	cv.cond
thva	d.dem
rājya	n
na	case.erg
pi	adv.dir
tiṅāva	cv.ant
chova	v.ipv
.	punc

thana	n
babunaṃ	v.perf.past
dhālaṃ	v.perf.past
.	punc

ale	v.n
fn47	fol
jyeṣṭa	adj
putra	n
bikramakeśali	adj
.	punc

phatasā	n
thva	d.dem
rājya	n
chana	p.pers
ta	case.dat
dhālaṃ	v.perf.past
.	punc

ma	neg
phatasā	cv.cond
dhikkāra	n
dhālaṃ	v.perf.past
.	punc

thana	n
bikramakeśali	n
rājā	n
naṃ	case.erg
kebalya	adv.deg
kusumābati	n
boṅāva	cv.ant
toyu	v.n
gā	n
na	case.erg
puyāva	cv.ant
tayāva	cv.ant
lucatāka	n
na	case.erg
dāyāva	cv.ant
.	punc

thana	adv.man
babujuṃ	v.perf.past
.	punc

caṃājuṃ	v.perf.past
.	punc

kijājuṃ	v.perf.past
.	punc

boṅāva	cv.ant
dhālaṃ	v.perf.past
.	punc

bho	interj
babuju	n
dhāsyaṃ	v.co
toyu	v.n
gā	adv.deg
ulāva	cv.ant
kenaṃ	v.perf.past
.	punc

thana	n
dibyasugaṃdha	n
puṣpa	n
toyisya	v.co
hoyakāva	cv.ant
kenaṃ	v.perf.past
yatole	v.n
thvayāva	cv.ant
.	punc

ānanda	n
na	case.erg
chuka	adj
julo	v.perf.past
.	punc

thana	adv.conj
babu	n
rājā	n
naṃ	case.erg
dhālaṃ	v.perf.past
.	punc

bho	interj
putra	n
dhanya	adj
dhanya	adj
.	punc

chathiṃṅa	v.impst
putra	n
ma	neg
du	v.impst
khava	v.impst
.	punc

āvanaṃ	adv.conj
li	cv.anter
yā	case.gen
rājyaṃ	v.perf.past
.	punc

dhanaṃ	v.perf.past
.	punc

bastubhāba	n
dayāva	cv.ant
.	punc

cokvaṃ	adv.conj
chana	p.pers
ta	case.dat
julo	v.perf.past
dhaka	v.dhak
dhāsyaṃ	v.perf.past
.	punc

bikramakeśali	adj
rājā	n
sālāva	cv.ant
mahā	adj
sukhana	adv.man
conaṃ	v.perf.past
.	punc

*padmakeśali	n
(fn17a)	fol
kijāju	n
duḥkhanaṃ	v.perf.past
conaṃ	v.perf.past
||	punc

bho	interj
rājā	n
bhojadeba	n
ṅehune	v.n
.	punc

thathiṅa	p.correl
parākrama	n
thulasā	cv.cond
.	punc

thva	d.dem
siṃhāsana	n
sa	case.loc.inan
cha	num
cone	v.n
teva	v.ipv
dhakaṃ	v.dhak
putrikā	n
cha	num
mha	cs.anim
bosya	v.co
vanaṃ	v.perf.past
||	punc

4	num.ar
||	punc

IV	n.prop
punarbāra	adv.conj
putrikā	n
na	case.erg
dhālaṃ	v.perf.past
.	punc

bho	interj
rājā	n
bhojadeba	n
ṅao	v.ipv
.	punc

bikramāditya	n
yā	case.gen
kāya	v.n
padmakeśali	n
nāma	n
rājaputranaṃ	adv.place
babuju	n
yāke	case.loc.an
bimati	n
yāka	v.impst
.	punc

bho	interj
babuju	n
chalapolasye	v.n
na	cl.focus
āmo	d.dem
kha	n
t	n
yā	case.gen
chiya	n
teva	v.ipv
.	punc

khayakaṃ	adv.conj
t	n
yā	case.gen
chitasā	n
satyabācī	n
juro	v.perf.past
.	punc

ma	neg
khayakaṃ	v.perf.past
t	n
yā	case.gen
chitasā	n
mahā	adj
pāpa	n
na	case.erg
puniva	v.np
dhakaṃ	v.dhak
kāya	v.n
na	case.erg
babujuvāta	n
hātaṃ	v.perf.past
||	punc

thana	n
hāṅānaṃ	adv.conj
kha	n
ma	neg
nyaṅāva	cv.ant
thva	d.dem
rājācā	n
na	case.erg
bhārapā	v.perf.part
.	punc

āva	adv.temp
thana	n
coṅāva	cv.ant
chāya	adv.inter
dhakaṃ	v.dhak
deśāṃtara	n
vanaṃ	v.perf.past
||	punc

tākālaṃ	v.perf.past
deśāṃtara	n
juyāva	cv.ant
cha	num
nhu	cs.time
yā	case.gen
dina	n
sa	case.loc.inan
thva	d.dem
rājācā	n
na	case.erg
bhārapā	v.perf.part
.	punc

āva	adv.temp
ji	p.pers
babuju	n
na	case.erg
uthyanaṃ	v.perf.past
kha	n
t	n
yā	case.gen
chīka	n
rā	cl.inter
ma	neg
chīka	v.perf.past
rā	cl.inter
kha	n
dhakaṃ	v.dhak
thava	p.refl
rājya	n
sa	case.loc.inan
lihā	adv.dir
vayāva	cv.ant
thava	p.refl
babuju	n
yā	case.gen
caritra	n
sola	n
vanaṃ	v.perf.past
.	punc

thana	adv.conj
baniyā	n
yā	case.gen
pasala	n
sa	case.loc.inan
conaṃ	v.perf.past
.	punc

fn48	fol
thana	n
nhi	n
chi	num
vanaṃ	v.perf.past
.	punc

bahanī	n
juyāva	cv.ant
pasala	n
du	v.impst
kāyāva	cv.ant
baniyānaṃ	v.perf.past
dhāraṃ	v.perf.past
.	punc

bho	interj
gusāhī	n
cha	p.pers
ji	p.pers
che	p.pers
vane	v.n
vāyo	v.ipv
dhakaṃ	v.dhak
boṅaṃ	n
yaṅāva	cv.ant
thava	p.refl
che	n
sa	case.loc.inan
duta	adv.dir
bonāva	cv.ant
ṣarca	n
biyāva	cv.ant
talaṃ	v.perf.past
.	punc

thana	n
bāsa	n
yāṅā	v.perf.part
conaṃ	v.perf.past
||	punc

thva	d.dem
baniyā	n
yā	case.gen
kalāta	n
ni	num
mha	cs.anim
dava	v.impst
.	punc

cha	num
mha	cs.anim
yā	case.gen
kvathāṃ	adv.dir
tale	v.n
.	punc

cha	num
mha	cs.anim
yā	case.gen
kvathā	n
kvanya	adj
.	punc

thva	d.dem
kunhu	n
tale	v.n
sa	case.loc.inan
coṅa	v.impst
mha	cs.anim
yā	case.gen
pāla	n
juyāva	cv.ant
.	punc

thva	d.dem
baniyā	n
tale	v.n
sa	case.loc.inan
dyanaṃ	v.perf.past
.	punc

thva	d.dem
bela	n
sa	case.loc.inan
.	punc

cherī	n
sa	case.loc.inan
deṅamha	n
yāke	case.loc.an
parapuruṣa	n
cha	num
mha	cs.anim
thva	d.dem
misā	n
yāke	case.loc.an
levala	n
valaṃ	v.perf.past
.	punc

thva	d.dem
misānaṃ	adv.conj
khāpā	n
khaṅāva	cv.ant
du	v.impst
kālaṃ	v.perf.past
||	punc

thva	d.dem
bela	n
sa	case.loc.inan
hatāsanaṃ	adv.temp
vaṅāva	cv.ant
teṅaṃ	v.perf.past
tayā	v.perf.part
mocā	n
lyavalanaṃ	adv.man
nhuyāva	cv.ant
sīka	v.impst
.	punc

thva	d.dem
bela	n
sa	case.loc.inan
śṛṃgāra	n
julaṃ	v.perf.past
.	punc

śṛṃgāla	n
dhunakāva	cv.ant
svayāva	cv.ant
.	punc

mocā	n
sīka	v.impst
khaṅāva	cv.ant
thva	d.dem
levalanaṃ	v.perf.past
dhālaṃ	v.perf.past
.	punc

ale	v.n
pāpa	n
sta	n
misā	n
chana	p.pers
dhāya	v.n
mu	neg
mvāla	v.impst
lā	cl.inter
.	punc

āva	adv.temp
ji	p.pers
bālahath	n
yāna	v.impst
keno	v.perf.past
.	punc

āva	adv.temp
gathya	adv.inter
yāya	v.n
dhakaṃ	v.dhak
dhaṃdā	n
kāyāva	cv.ant
misānaṃ	v.perf.past
dhāraṃ	v.perf.past
.	punc

aya	n
bhāju	n
chi	num
chuṃ	p.indef
dhaṃdā	n
kāya	v.n
mu	neg
mvāre	v.n
sukhanaṃ	v.perf.past
disane	v.n
dhakaṃ	v.dhak
dhāyāva	cv.ant
sukhanaṃ	v.perf.past
conaṃ	v.perf.past
||	punc

nasacātī	n
sa	case.loc.inan
.	punc

thva	d.dem
levala	n
na	case.erg
.	punc

aya	n
misā	n
chana	p.pers
mālako	v.rel.part
yāva	v.ipv
dhaka	v.dhak
hāṅaṃ	n
tāthāva	cv.ant
thava	p.refl
che	n
lihā	adv.dir
vanaṃ	v.perf.past
.	punc

thva	d.dem
bela	n
sa	case.loc.inan
sīkamha	n
mocā	n
khvāla	n
buvakāva	cv.ant
sa	n
*kakīcā	n
na	case.erg
(17b)	fol
bāna	n
lākāva	cv.ant
mocā	n
thyanyāva	cv.ant
ākananaṃ	v.perf.past
tiyakāva	cv.ant
.	punc

mocā	n
yalapāva	cv.ant
.	punc

thva	d.dem
misā	n
laṃkha	n
kāla	n
vanaṃ	v.perf.past
.	punc

lihā	adv.dir
vayāva	cv.ant
thva	d.dem
mocā	n
salatalaṃ	v.perf.past
.	punc

aya	n
putā	n
māma	n
vaya	v.n
dhuno	v.perf.past
.	punc

khova	v.impst
ma	neg
teva	v.impst
dhakaṃ	v.dhak
nvānyāva	cv.ant
dhālapo	interj
ba	n
sa	case.loc.inan
tayāva	cv.ant
du	v.impst
hāyāva	cv.ant
kholaṃ	v.perf.past
.	punc

hāya	n
putā	n
ji	p.pers
kāya	v
sunānaṃ	p.indef
syāto	v.perf.past
.	punc

jinaṃ	adv.conj
naka	n
tini	interj
thyanyāva	cv.ant
tāthāmha	p.correl
macā	n
.	punc

sunā	p.interrog
na	case.erg
syāta	v.perf.past
vala	v.perf.past
dhāsyaṃ	v.co
khoyāva	cv.ant
nvātaṃ	v.perf.past
.	punc

bho	interj
pāpi	n
sta	n
ṅhethu	n
.	punc

chana	p.pers
ji	p.pers
kāya	v
syāto	v.perf.past
.	punc

āva	adv.temp
cha	p.pers
bisya	v.co
juyāṃ	case.gen
pāra	n
juyi	v.n
lā	cl.inter
.	punc

dhakaṃ	v.dhak
hātaṃ	v.perf.past
.	punc

thva	d.dem
ṅhethunaṃ	adv.conj
dhālaṃ	v.perf.past
.	punc

bho	interj
chī	num
pāpi	n
sta	n
ji	p.pers
na	case.erg
chāya	adv.inter
syāya	v.n
.	punc

chana	p.pers
kāyanaṃ	adv.conj
ji	p.pers
kāya	v.n
ma	neg
khu	v.impst
lā	cl.inter
.	punc

ji	p.pers
kāyanaṃ	adv.conj
chana	p.pers
kāya	v.n
ma	neg
khu	v.impst
lā	cl.inter
.	punc

dhāsyaṃ	v.co
khoyāva	cv.ant
conaṃ	v.perf.past
.	punc

thana	n
baniyānaṃ	v.perf.past
dhālaṃ	v.perf.past
.	punc

thva	d.dem
yā	case.gen
kāyanaṃ	adv.conj
chana	p.pers
kāya	v.n
.	punc

chana	p.pers
kāyanaṃ	adv.conj
o	p.correl
yā	case.gen
kāya	v.n
ma	neg
khu	v.impst
lā	cl.inter
.	punc

aya	n
pāpa	n
sta	n
misā	n
.	punc

āva	adv.temp
gathya	adv.inter
fn49	fol
yaya	n
.	punc

dhakaṃ	v.dhak
dhāyāva	cv.ant
ji	p.pers
ghalasāla	n
sarbasaṃ	v.co
cha	p.pers
panita	case.dat.h.pl
lava	cv.ant
lhāsyaṃ	v.co
tayā	v.perf.part
ma	neg
khu	v.impst
lā	cl.inter
.	punc

thathiṃgu	adj
pahala	n
julanyāva	cv.ant
ji	p.pers
sarbasaṃ	v.co
phuyiva	cv.ant
julo	v.perf.past
dhakaṃ	v.dhak
.	punc

mahā	adj
duḥkhanaṃ	adv.conj
conaṃ	v.perf.past
||	punc

thva	d.dem
bela	n
sa	case.loc.inan
lithumhanaṃ	v.perf.past
dhālaṃ	v.perf.past
.	punc

āva	adv.temp
chiji	n
thathya	adv.man
cone	v.n
ma	neg
khuto	v.perf.past
dhakāva	cv.ant
rājasabhā	n
sa	case.loc.inan
vaṅāva	cv.ant
phe	n
rāta	n
vane	v.n
dhaka	v.dhak
dhāsyaṃ	v.perf.past
.	punc

rājasabhā	n
vanyāva	cv.ant
pāragāmī	n
yā	case.gen
ṅhevane	post.gen
vaṅāva	cv.ant
lhātaṃ	v.perf.past
.	punc

bho	interj
chi	num
sabhāpati	n
.	punc

sabhāloka	n
.	punc

ji	p.pers
misa	n
kha	n
nyasya	v.co
bijyāhuni	v.ipv
dhaka	v.dhak
bimati	n
yātaṃ	v.perf.past
.	punc

bho	interj
sabhāloka	n
thani	adv.temp
yā	case.gen
rātrī	n
sa	case.loc.inan
.	punc

ji	p.pers
puruṣa	n
ṅhethu	n
yā	case.gen
pāla	n
.	punc

thaṃ	adv.dir
sutha	n
nhāpāṃ	adv.temp
ji	p.pers
kāya	v.n
khvāla	n
buyakāva	cv.ant
sa	case.loc.inan
chenyāva	cv.ant
.	punc

thyaṅaṃ	adv.conj
tāthāva	cv.ant
.	punc

laṃkha	n
kāla	n
van	v.co
yā	case.gen
.	punc

lihāṃ	d.quant
vayāva	cv.ant
.	punc

svayānaṃ	adv.conj
kāya	n
siṅāva	cv.ant
conaṃ	v.perf.past
.	punc

thva	d.dem
ji	p.pers
kāya	v
syāta	v.perf.past
.	punc

mebanaṃ	adv.conj
ma	neg
khu	v.impst
.	punc

ṅhethu	n
na	case.erg
syāka	n
niścaya	n
khava	v.impst
.	punc

thva	d.dem
yā	case.gen
bicāra	n
yāya	v.n
māla	v.perf.past
.	punc

dhakaṃ	v.dhak
dhālaṃ	v.perf.past
.	punc

thvate	p.anaphor
thva	d.dem
yā	case.gen
kha	n
nyanyāva	cv.ant
.	punc

chabhi	n
na	case.erg
tayāva	cv.ant
.	punc

hano	interj
ṅhethumha	n
boṅāva	cv.ant
ṅanaṃ	v.perf.past
.	punc

aya	n
misāja	n
na	case.erg
.	punc

thva	d.dem
mocā	n
chana	p.pers
syāṅā	v.perf.part
khava	v.impst
lā	cl.inter
.	punc

gathya	adv.inter
khava	v.impst
.	punc

dhaka	v.dhak
dhāyāva	cv.ant
.	punc

thva	d.dem
misā	n
na	case.erg
dhālaṃ	v.perf.past
.	punc

bho	interj
chi	num
paṃca	num.skt
sabhāloka	n
pani	case.abs.h.pl
thva	d.dem
mocā	n
jinaṃ	adv.freq
